000 0.565716425631 -0.000380153979 0.000000011259 -0.000000011738
002 0.530333725352 -0.000380599235 0.000000011183 -0.000000011553
004 0.465898382033 -0.000382579859 0.000000011486 -0.000000011567
006 0.401745238789 -0.000388989679 0.000000012089 -0.000000011586
008 0.343478220400 -0.000407438232 0.000000006377 -0.000000005243
010 0.291616325032 -0.000447230158 0.000000002608 -0.000000003124
012 0.245682270707 -0.000506858461 0.000000002663 -0.000000004234
014 0.205109647005 -0.000570060088 0.000000003136 -0.000000005454
016 0.169334824637 -0.000625403503 0.000000003676 -0.000000006550
018 0.137790763095 -0.000670727856 0.000000004144 -0.000000007438
020 0.109940647858 -0.000707300358 0.000000004570 -0.000000008240
024 0.063440876087 -0.000761749000 0.000000005301 -0.000000009482
030 0.011106899110 -0.000817230394 0.000000006619 -0.000000011009
036 -0.026743584715 -0.000858466195 0.000000008072 -0.000000011960
042 -0.054845948727 -0.000893676315 0.000000008720 -0.000000011427
050 -0.082191960172 -0.000936121099 0.000000013124 -0.000000012599
060 -0.105876385267 -0.000988146748 0.000000010772 -0.000000009352
070 -0.122256742154 -0.001040951204 0.000000009888 -0.000000007954
080 -0.133999925727 -0.001095845836 0.000000009728 -0.000000007351
090 -0.142660623213 -0.001153619319 0.000000009725 -0.000000006912
100 -0.149191801519 -0.001214824722 0.000000009903 -0.000000006632
110 -0.154202707269 -0.001279944175 0.000000010095 -0.000000006346
150 -0.165450826646 -0.001588758706 0.000000012169 -0.000000005872
