000          1.581157491031      0.000000000000      0.000000000000      0.000000000000
002          1.415319140971     -0.000000000000      0.000000000000      0.000000000000
004          0.960722648313     -0.000000000000     -0.000000000000      0.000000000000
006          0.322917846966      0.000000000000     -0.000000000000      0.000000000000
008         -0.379458219704      0.000000000000      0.000000000000      0.000000000000
010         -1.054345510145     -0.000000000000      0.000000000000      0.000000000000
012         -1.649435967134     -0.000000000000     -0.000000000000      0.000000000000
014         -2.145775627154      0.000000000000     -0.000000000000      0.000000000000
016         -2.545099278205      0.000000000000      0.000000000000      0.000000000000
018         -2.859023441178      0.000000000000     -0.000000000000      0.000000000000
020         -3.102261781533     -0.000000000000     -0.000000000000      0.000000000000
022         -3.289151137333     -0.000000000000      0.000000000000      0.000000000000
024         -3.432207113334     -0.000000000000      0.000000000000      0.000000000000
026         -3.541731208387     -0.000000000000      0.000000000000      0.000000000000
030         -3.691025406590     -0.000000000000     -0.000000000000      0.000000000000
034         -3.782128006086     -0.000000000000     -0.000000000000      0.000000000000
040         -3.861925128095     -0.000000000000     -0.000000000000      0.000000000000
050         -3.927898316740     -0.000000000000      0.000000000000      0.000000000000
060         -3.959717765292     -0.000000000000      0.000000000000      0.000000000000
070         -3.976745687938     -0.000000000000      0.000000000000      0.000000000000
080         -3.986321182566     -0.000000000000      0.000000000000      0.000000000000
090         -3.991859847362     -0.000000000000      0.000000000000      0.000000000000
100         -3.995120495759     -0.000000000000      0.000000000000      0.000000000000
110         -3.997061744735     -0.000000000000     -0.000000000000      0.000000000000
150         -3.999606209313     -0.000000000000      0.000000000000      0.000000000000
